cod_ine,nombre,gestion,alcalde,foto,partido,votos
10101,Sucre,2011,Moisés Torres Chivé,,LIDER,46.25
10102,Yotala,2011,Néstor Rengipo Amado,,MAS- IPSP,67.82
10103,Poroma,2011,Felipe Choque Mallco,,MAS- IPSP,83.87
10201,Villa Azurduy,2011,Rufino Millares Ríos,,MAS- IPSP,65.33
10202,Tarvita,2011,Wilfredo Ipiña Alcoba,,MAS- IPSP,68.09
10301,Villa Zudañez,2011,Narcizo Coaquira Tardío,,MAS- IPSP,53.25
10302,Presto,2011,Felipe Ortuño Dávila,,MAS- IPSP,79.7
10303,Villa Mojocoya,2011,Alejandro Padilla Donoso,,MAS- IPSP,72.07
10304,Icla,2011,Inocencio Sánchez Illanes,,MAS- IPSP,100
10401,Padilla,2011,Juan Carlos León Rodas,,MAS- IPSP,68.46
10402,Tomina,2011,Fermín Orías Montero,,MAS- IPSP,95.93
10403,Sopachuy,2011,Mario Núñez Segarra,,MAS- IPSP,72.08
10404,Villa Alcalá,2011,Jose Rejas Salazar,,MAS- IPSP,56.6
10405,El Villar,2011,Mauricio Díaz Paredes,,MAS- IPSP,76.18
10501,Monteagudo,2011,Gustavo Ricardo Zárate López,,NA-C,45.54
10502,San Pablo de Huacareta,2011,Daniel Lopez ,,LIDER,41.7
10601,Tarabuco,2011,Gregorio Ignacio,,MAS- IPSP,59.46
10602,Yamparáez,2011,Braulio Yucra Duarte,,MAS- IPSP,72.08
10701,Camargo,2011,Marco Antonio Barrero Bellido,,MAS- IPSP,38.06
10702,San Lucas,2011,Eloy Acuña Esposo,,MAS- IPSP,63.72
10703,Incahuasi,2011,Ediver Llanos Miranda a.i.,,MAS- IPSP,55.84
10704,Villa Charcas,2011,Juan Rodríguez Rengifo,,MAS- IPSP,64.1
10801,Villa Serrano,2011,José Luis Canizares Mita,,MAS- IPSP,69.26
10901,Camataqui (Villa Abecia),2011,Johnny gilberto Ortega,,MAS- IPSP,56.19
10902,Culpina,2011,Víctor Gallardo Rivera,,MSM,52.76
10903,Las Carreras,2011,Limber Aparicio Flores,,MSM,53.32
11001,Villa Vaca Guzmán (Muyupampa),2011,Jhonny Hermo Herrera Gorostiaga,,MAS- IPSP,45.65
11002,Huacaya,2011,Henry Nogales Rosado,,MSM,59.21
11003,Macharetí,2011,Reinaldo Maraz Padilla,,MAS- IPSP,57.22
20101,La Paz,2011,Luis Antonio Revilla Herrero,,MSM,48.53
20102,Palca,2011,René Vitaliano Aruquipa Ramos ,,MAS- IPSP,64.98
20103,Mecapaca,2011,Placido Huanca Quillo,,MAS- IPSP,52.99
20104,Achocalla,2011,Telmo Félix Mamani Alba,,MAS- IPSP,31.66
20105,El Alto,2011,Edgar Hermógenes Patana Ticona,,MAS- IPSP,38.76
20201,Achacachi,2011,Constancio Gutiérrez Catacora ,,MPS,39.63
20202,Ancoraimes,2011,Félix Huanca Flores,,MAS- IPSP,40.06
20203,Chua Cocani,2011,Agustin Nacho Laura ,,,
20204,Huarina,2011,Rubén Mamani Quispe,,MAS- IPSP,73.82
20205,Santiago de Huata,2011,Blanca Rosa Rovira Miranda Bernal,,MAS- IPSP,39.62
20206,Huatajata,2011,Carlos Huanapaco,,,
20301,Coro Coro,2011,Genaro Tambo Huayta,,QATUQI,33.32
20302,Caquiaviri,2011,Edwin Lyndon Churqui Chuqui,,MAS- IPSP,25.26
20303,Calacoto,2011,Natalio Aramayo Tito,,CUMI,35.78
20304,Comanche,2011,Mónica Betzabe Paxi Ríos  ,,MAS- IPSP,100
20305,Charaña,2011,Vladimir Montes Tancara,,MAS- IPSP,45.5
20306,Waldo Ballivián,2011,Abdón Ignacio Oruño Marcani,,MAS- IPSP,32.31
20307,Nazacara de Pacajes,2011,Antonio Hinojosa Cosme ,,,
20308,Santiago de Callapa,2011,Germán Isidro Canqui,,,
20401,Puerto Acosta,2011,Ernesto Paco Nina,,TS,29.77
20402,Mocomoco,2011,Sabino Callisaya Monrroy a.i.,,MCP.NG,48.62
20403,Puerto Carabuco,2011,Cruz Nina Siguacollo,,MAS- IPSP,47.55
20404,Humanata,2011,Braulio Quispe Condori,,MSM,58.92
20405,Escoma,2011,Pablo Chambi Cocarico,,MPS,49.63
20501,Chuma,2011,Raúl Quispe Villca,,MAS- IPSP,43.03
20502,Ayata,2011,Abelino Paxi Mamani ,,ASP,64.07
20503,Aucapata,2011,Gonzalo Gomez Peña,,MAS- IPSP,39.69
20601,Sorata,2011,Adelio Flores,,MAS- IPSP,36.17
20602,Guanay,2011,Demetrio Copa Mamani ,,MAS- IPSP,35.73
20603,Tacacoma,2011,Serapio Aduviri Cruz,,,
20604,Quiabaya,2011,Moisés Pari Quispe,,,
20605,Combaya,2011,Julián Santander Ancoma ,,,
20606,Tipuani,2011,Benedicto Veliz Espinoza,,,
20607,Mapiri,2011,Santiago Quiso Carpa,,MPS,27.56
20608,Teoponte,2011,Vicente Condori Machaca,,,
20701,Apolo,2011,Mario Ismael Flores Cuba,,MSM,47.25
20702,Pelechuco,2011,Delia Valencia Arenas,,MPS,42.56
20801,Viacha,2011,Delfín Mamani Escobar ,,MAS- IPSP,100
20802,Guaqui,2011,Victor Mamani Condori,,MAS- IPSP,44.05
20803,Tiahuanacu,2011,Marcelino Copaña Alejo,,MSM,52.08
20804,Desaguadero,2011,Lucio Flores Huayta,,MAS- IPSP,51.55
20805,San Andrés de Machaca,2011,Macario Mamani Mamani ,,,
20806,Jesús de Machaca,2011,Moisés Quizo Asistiri ,,,
20807,Taraco,2011,Virginia Lecoña Alejo,,,
20901,Luribay,2011,Alejandro Cadima Calle,,MAS- IPSP,29.55
20902,Sapahaqui,2011,Marcelino Apaza Calle,,MAS- IPSP,36.87
20903,Yaco,2011,Luis Rafael Miranda ,,MAS- IPSP,100
20904,Malla,2011,Humberto Ochoa Villca,,MSM,56.28
20905,Cairoma,2011,Pedro Pillco Conde,,MAS- IPSP,57.98
21001,Inquisivi,2011,Walter Calle Laura,,MSM,29.61
21002,Quime,2011,Paulino Villanueva Oyardo,,MAS- IPSP,45.94
21003,Cajuata,2011,Freddy Laura Sejas,,ADEPCOCA,60.29
21004,Colquiri,2011,Silverio Colque Mamani ,,,
21005,Ichoca,2011,Ramiro Orellana Choque ,,,
21006,Licoma Pampa,2011,Sandro Córdova Calle,,,
21101,Chulumani,2011,Hernán Justo Zenteno ,,ADEPCOCA,50.23
21102,Irupana,2011,Clemente Mamani Condorena,,MAS- IPSP,65.71
21103,Yanacachi,2011,Feliciano Lopez Lopez,,,
21104,Palos Blancos,2011,Nazario Freddy Escobar Fernandez,,,
21105,La Asunta,2011,Vidal Machicado Vargas,,,
21201,Pucarani,2011,Félix Espinoza Coro,,MAS- IPSP,38.74
21202,Laja,2011,Vicente Yujra Coronado,,MAS- IPSP,39.54
21203,Batallas,2011,Rene Choque Huanca,,,
21204,Puerto Pérez,2011,Juan Quispe Bautista,,,
21301,Sica Sica,2011,Walter Maizo Alandia,,MPS,38.8
21302,Umala,2011,Pánfilo Huanca Poma ,,MAS- IPSP,56.96
21303,Ayo Ayo,2011,Braulio Choque Mamani ,,MAS- IPSP,54.22
21304,Calamarca,2011,Yesid Luin Mamani,,MAS- IPSP,35.69
21305,Patacamaya,2011,Esteban Laura Huaycho,,MAS- IPSP,61.61
21306,Colquencha,2011,Aurelio Mamani Huchani,,,
21307,Collana,2011,Hugo Chipana Mamani,,,
21401,Coroico,2011,Ángel Miranda Huanca,,MAS- IPSP,47.09
21402,Coripata,2011,Froilán Mamani Mamani,,MAS- IPSP,44.06
21501,Ixiamas,2011,Felipa Bilma Tintaya Apaza a.i.,,MAS- IPSP,31.62
21502,San Buenaventura,2011,Ronny Daniel Mendia Tobias a.i.,,MAS- IPSP,42.05
21601,Gral. Juan José Perez (Charazani),2011,Martin Eddy Canaza Barrenozo,,MAS- IPSP,62.31
21602,Curva,2011,Néstor Palluca Nina,,MAS- IPSP,100
21701,Copacabana,2011,Emil Fernando Quispe Pari ,,MAS- IPSP,25.65
21702,San Pedro de Tiquina,2011,Nelly Rodríguez de Llanque,,MAS- IPSP,71.42
21703,Tito Yupanqui,2011,Eugenio Achu,,NOS,51.9
21801,San Pedro de Curahuara,2011,Alfredo Ayca Terrazas ,,MAS- IPSP,44.85
21802,Papel Pampa,2011,Romelio Yampara Cruz ,,MAS- IPSP,45.67
21803,Chacarilla,2011,Germán Alejandro Gutierrez Garcia,,,
21901,Santiago de Machaca,2011,Héctor Jose Espejo Espejox,,FPV,43.17
21902,Catacora,2011,Absalón Canurana Surco,,MAS- IPSP,68.92
22001,Caranavi,2011,Teodocio Quilca Acarapi,,MAS- IPSP,64.52
22002,Alto Beni,2011,Joaquín Benito Mamani Siñani,,MAS- IPSP,56.19
30101,Cochabamba,2011,Edwin Castellanos Mendoza-,,MAS- IPSP,39.54
30201,Aiquile,2011,Anacleto Montaño Suárez,,MAS- IPSP,50.12
30202,Pasorapa,2011,Cintia Guisela Ávila Rojas,,PUN,51.27
30203,Omereque,2011,Marcelino Soliz,,MAS- IPSP,81.19
30301,Independencia,2011,Gonzalo Calcina Santivañez,,MAS- IPSP,74.76
30302,Morochata,2011,Juan Vegamonte Mercado,,MAS- IPSP,100
30303,Cocapata,2011,Pedro Padilla Antezana,,MAS- IPSP,88.96
30401,Tarata,2011,Emilio Rojas Montaño,,MAS- IPSP,67.73
30402,Anzaldo,2011,Grover Vallejos Zárate,,MAS- IPSP,67.44
30403,Arbieto,2011,Diógenes Escóbar Céspedes,,MAS- IPSP,58.43
30404,Sacabamba,2011,Martín Siles Iriarte,,,
30501,Arani,2011,Macario Alvarez Reque,,MAS- IPSP,59.88
30502,Vacas,2011,Teófilo Vásquez Santos,,MAS- IPSP,69.84
30601,Arque,2011,Cecilio Alanes Cruz,,MAS- IPSP,100
30602,Tacopaya,2011,Martín Torrico Ramos,,MAS- IPSP,100
30701,Capinota,2011,Sinforiano Paniagua Condori,,MAS- IPSP,66.93
30702,Santivañez,2011,Javier Salguero Arze,,MAS- IPSP,59.54
30703,Sicaya,2011,Jorge Sánchez Peñarrieta,,MAS- IPSP,86.53
30801,Cliza,2011,Freddy Vargas Terceros,,MAS- IPSP,52.29
30802,Toco,2011,Jannedt Flores Ferrufino,,MAS- IPSP,62.09
30803,Tolata,2011,Walter Vargas Balderomar,,MSM,43.12
30901,Quillacollo,2011,Charles Christhian Becerra Sejas,,UNE,37.97
30902,Sipe Sipe,2011,Oscar Jaldin Baleriano,,MAS- IPSP,58.59
30903,Tiquipaya,2011,Saúl Cruz Pardo,,MAS- IPSP,52.36
30904,Vinto,2011,Edgar René Soliz Román,,,
30905,Colcapirhua,2011,Milton Garabito Monroy,,,
31001,Sacaba,2011,Humberto Sánchez Sánchez,,MAS- IPSP,43.9
31002,Colomi,2011,Abdón Jiménez Torrico a.i.,,MSM,50.46
31003,Villa Tunari,2011,Feliciano Mamani Quispe,,,
31101,Tapacarí,2011,Modesto Mamani Reque,,MAS- IPSP,100
31201,Totora,2011,Severo Flores Rodríguez,,MAS- IPSP,79.04
31202,Pojo,2011,Fidel Rojas Catoceno,,,
31203,Pocona,2011,Mario Céspedes Villarroel,,,
31204,Chimoré,2011,Víctor Blanco Durán,,,
31205,Puerto Villarroel,2011,Félix Acosta Vasquez,,,
31206,Entre Ríos (Bulo Bulo),2011,Aurelio Rojas López,,,
31301,Mizque,2011,Jhonny Pardo Ramírez,,MAS- IPSP,54.12
31302,Vila Vila,2011,Juan Siles Pozo,,MAS- IPSP,100
31303,Alalay,2011,Rosendo Ovando León,,,
31401,Punata,2011,José Antonio Gonzales,,IMU,73.84
31402,Villa Rivero,2011,Wilfredo Villarroel Orellana a.i.,,MAS- IPSP,54.56
31403,San Benito,2011,Roberto Tenorio Pozo,,,
31404,Tacachi,2011,Elmer Guevara Orellana,,,
31405,Cuchumuela (Villa Gualberto Villarroel),2011,Oscar Terrazas Argandoña,,,
31501,Bolívar,2011,Francisco Delgado Ledezma,,MAS- IPSP,70.98
31601,Tiraque,2011,Grover García Carballo,,MAS- IPSP,68.26
31602,Shinahota,2011,Rimer Ágreda Claros,,,
40101,Oruro,2011,Rossío Carolina Pimentel Flores,,MAS- IPSP,69.76
40102,Caracollo,2011,Alejandro Rodríguez Mamani,,MAS- IPSP,60.28
40103,El Choro,2011,Jesús Chinche Apaza,,MAS- IPSP,63.52
40104,Soracachi (Paria),2011,Isaac Sipe Choque,,MAS- IPSP,48.26
40201,Challapata,2011,David Frías León,,MAS- IPSP,100
40202,Santuario de Quillacas,2011,René Paca Pacolla,,MAS- IPSP,57.72
40301,Corque,2011,Jacqueline Marlene Choque Ala,,MAS- IPSP,100
40302,Choquecota,2011,Aparicio Cruz Mamani,,MAS- IPSP,100
40401,Curahuara de Carangas,2011,Aquilino Villca Vadillo,,MAS- IPSP,43.42
40402,Turco,2011,David Eberth Colque Callex,,MAS- IPSP,58.89
40501,Huachacalla,2011,David Cussi Cruz,,MAS- IPSP,100
40502,Escara,2011,Betty Zenteno Tito,,,
40503,Cruz de Machacamarca,2011,Willy Flores Portillo,,,
40504,Yunguyo del Litoral,2011,Roy Robin Rodríguez Mamani,,,
40505,Esmeralda,2011,Severino Challapa Contreras,,,
40601,Villa Poopó,2011,Vidal Isaac Hurtado Flores,,CP,40.86
40602,Pazña,2011,Efrain Peñafiel Sequerios  ,,MAS- IPSP,56.07
40603,Antequera,2011,Gregorio Martínez Vicente,,,
40701,Villa Huanuni,2011,Hilarión Achacollo Martínez,,MAS- IPSP,50.17
40702,Machacamarca,2011,Daniel Paredes Izquierdo,,MSM,39.08
40801,Salinas de Garci Mendoza,2011,Silvio Alanoca Mamani,,MAS- IPSP,62.49
40802,Pampa Aullagas,2011,Natalio Pizarro García,,,
40901,Sabaya,2011,Ismael Calle Fernández,,MAS- IPSP,80.69
40902,Coipasa,2011,Rómulo Pérez Rojas,,MAS- IPSP,44.01
40903,Chipaya,2011,Federico Mamani López a.i.,,MAS- IPSP,54.03
41001,Toledo,2011,Martín Colque Mamani,,MAS- IPSP,73.06
41101,Eucaliptus,2011,Federico Villán Herrera,,MSM,56.14
41201,Andamarca,2011,Braulio Nelzon Huaylla Cáceres,,MAS- IPSP,61.71
41202,Belén de Andamarca,2011,Catalina Soto Huanca,,MAS- IPSP,56.44
41301,Totora,2011,Milton Marca Poma,,MAS- IPSP,100
41401,Santiago de Huari,2011,Oscar Rolando Choque Cayo,,MAS- IPSP,71.58
41501,La Rivera,2011,Lucas López Viza,,MSM,43.64
41502,Todos Santos,2011,Marcos Miranda Mamani,,,
41503,Carangas,2011,Hermes Viza Caceres,,,
41601,Santiago de Huayllamarca,2011,Tomás Mamani Alonzo,,AYNI,50.97
50101,Potosí,2011,René Joaquino,,MAS- IPSP,61.8
50102,Tinguipaya,2011,Jaime Choque Guzmán,,MAS- IPSP,42.16
50103,Villa de Yocalla,2011,René Ricardo Sunagua Araca,,MAS- IPSP,44.04
50104,Belén de Urmiri,2011,David Flores Chipana,,MAS- IPSP,77.34
50201,Uncía,2011,Hilarión Flores Chambi,,MAS- IPSP,45.96
50202,Chayanta,2011,Martin Checo Calani,,MAS- IPSP,58.55
50203,Llallagua,2011,Tomás Quiróz Cartagena,,MSM,66.07
50204,Chuquihuta Ayllu Jucumani,2011,Mario Choque Acapana,,MAS- IPSP,70.82
50301,Betanzos,2011,Esteban Carlos Llanos Copa,,MAS- IPSP,57.96
50302,Chaquí,2011,Roberto Sánchez Morales,,MAS- IPSP,44.92
50303,Tacobamba,2011,Francisco Guzmán Gutiérrez,,MAS- IPSP,46.14
50401,Colquechaca,2011,Serafín Romero Llave,,MAS- IPSP,60.96
50402,Ravelo,2011,Caciano Flores Choque,,MAS- IPSP,100
50403,Pocoata,2011,Teodoro Rueda Vásquez,,MAS- IPSP,58.01
50404,Ocurí,2011,Filomeno Layme Ckoso,,MAS- IPSP,63.98
50501,San Pedro de Buena Vista,2011,Martín Condori Flores,,MAS- IPSP,54.77
50502,Toro Toro,2011,Eliodoro Uriona Pardo,,PNP,39.9
50601,Cotagaita,2011,Gilberto Montero Ramos,,MSM,51.84
50602,Vitichi,2011,Valentín Gutiérrez Cisneros,,MAS- IPSP,43.23
50701,Sacaca,2011,Jacinto Sunagua Dorado,,MAS- IPSP,66.21
50702,Caripuyo,2011,Renato Villca Soliz,,MAS- IPSP,61.52
50801,Tupiza,2011,Miguel Orlando Cachambi Aramayo,,MSM,54.82
50802,Atocha,2011,Basilio Flores Vidaurre,,MAS- IPSP,100
50901,"Colcha ""K""",2011,Paulino Colque Muraña,,MAS- IPSP,77.74
50902,San Pedro de Quemes,2011,Omar Veliz Ramos,,MAS- IPSP,100
51001,San Pablo de Lipez,2011,Daniel Bernal Esquivel,,MAS- IPSP,65.26
51002,Mojinete,2011,Felipe Mamani Betancourth,,MAS- IPSP,57.31
51003,San Antonio de Esmoruco,2011,Pedro Arias Mamani,,,
51101,Puna,2011,Enrique Flores Olimpo,,MAS- IPSP,78.29
51102,"Caiza ""D""",2011,Demetrio Porco Calle,,MAS- IPSP,100
51103,Ckochas,2011,Ponciano Díaz Mamani,,MAS- IPSP,47.74
51201,Uyuni,2011,Froilán Condori Ancasi,,MAS- IPSP,78.08
51202,Tomave,2011,Judith Carmen López,,MAS- IPSP,100
51203,Porco,2011,Agustín Choque Ramos,,AS,51.97
51301,Arampampa,2011,Juan García Chambi,,MAS- IPSP,71.12
51302,Acasio,2011,Segundino Echamani Colque,,MAS- IPSP,100
51401,Llica,2011,Fausto García López,,MAS- IPSP,52.89
51402,Tahua,2011,Felicidad Flores Condori,,MAS- IPSP,61.19
51501,Villazón,2011,Augusto Mendoza Martínez,,MAS- IPSP,54.44
51601,San Agustín,2011,Juan Huanca Mamani,,MAS- IPSP,60.69
60101,Tarija,2011,Oscar Gerardo Montes Barzón,,CC,41.61
60201,Padcaya,2011,José Gutiérrez Vasco,,UNIR,50.96
60202,Bermejo,2011,José Gutiérrez Baldivieso,,MAS- IPSP,29.41
60301,Yacuiba,2011,Carlos Eduardo Bru Cavero,,MAS- IPSP,62.04
60302,Caraparí,2011,Ermas Pérez Villalba,,MAS- IPSP,53.6
60303,Villamontes,2011,Robert Henrry Camacho Valdez,,PAN,48.56
60401,Uriondo (Concepción),2011,Alvaro Horacio Ruiz García,,MAS- IPSP,32.54
60402,Yunchará,2011,Gladys Valentina Alarcón Farfán,,,
60501,San Lorenzo,2011,Juan Carlos Gutiérrez Choque,,RHP,27.35
60502,El Puente,2011,Roberto Carlos Ramos Mercado,,ARO,44.45
60601,Entre Ríos,2011,Teodoro Suruguay Quiroga,,MAS- IPSP,51.15
70101,Santa Cruz de la Sierra,2011,Percy Fernández Añez,,MAS- IPSP,55.91
70102,Cotoca,2011,Wilfredo  Añez Carrasco,,MAS- IPSP,47.15
70103,Porongo (Ayacucho),2011,Julio César Carrillo,,VERDES,55.62
70104,La Guardia,2011,Ing. Rolando Romero Alvarez ,,MAS- IPSP,32.32
70105,El Torno,2011,Bernardo Cruz Aragón,,VERDES,41.6
70201,Warnes,2011,Mario Cronenbol Aponte a.i.,,MAS- IPSP,57.97
70202,Okinawa,2011,Dionisio Condori Mamani,,TODOS,19.54
70301,San Ignacio,2011,Kary C. Middagh de Merlin ,,OICH,34.66
70302,San Miguel,2011,Pedro Damián Dorado López,,MAS- IPSP,68.62
70303,San Rafael,2011,Jesús Poichee Putare,,MAS- IPSP,43.11
70401,Buena Vista,2011,René Vega Tarifa a.i.,,MAS- IPSP,53.43
70402,San Carlos,2011,Serafín Espinoza Mamani,,FA,68.61
70403,Yapacaní,2011,Senovio Meneces  Valles a.i.,,MAR,35
70404,San Juan,2011,Katsumi Bany Abe,,MAS- IPSP,56.59
70501,San José,2011,Germaín Caballero Vargas ,,SAN,44.53
70502,Pailón,2011,Medardo Nelson Rodriguez Soliz a.i.,,MAS- IPSP,44.61
70503,Roboré,2011,José Eduardo Díaz Ruiz,,MAS- IPSP,64.87
70601,Portachuelo,2011,Jimmy Carlos Hurtado Sandóval,,VERDES,67.52
70602,Santa Rosa del Sara,2011,Manuel Yevara Cortes,,GH,35.61
70603,Colpa Bélgica,2011,Valdemar Antelo Ortiz,,MAS- IPSP,58.95
70701,Lagunillas,2011,Secundino Tardío Vela,,MAS- IPSP,37.53
70702,Charagua,2011,Domingo Mérida Esteban,,VERDES,21.37
70703,Cabezas,2011,Rodolfo Vallejos Espinoza,,VERDES,56.51
70704,Cuevo,2011,Casto Isaac Gareca Leclere,,FA,47.55
70705,Gutiérrez,2011,Angel Bartolo Anduari,,VOCES,62.96
70706,Camiri,2011,Luis Gonzalo Moreno García,,VERDES,38.96
70707,Boyuibe,2011,Benito Rodrigo Hoyos Castillo,,VERDES,47.15
70801,Vallegrande,2011,Casto Romero Peña,,PP,34.4
70802,El Trigal,2011,Rimel Edwart Cabrera Castro,,MAS- IPSP,28.77
70803,Moro Moro,2011,Lucio Rojas Gonzales,,VERDES,40.14
70804,Postrervalle,2011,Willy Paniagua Mariscal,,MAS- IPSP,53.06
70805,Pucará,2011,Iver León Pérez,,MSM,26.96
70901,Samaipata,2011,Frank Herrera Bassta,,MAS- IPSP,40.57
70902,Pampa Grande,2011,Juan Calizaya Morales,,SOL,29.15
70903,Mairana,2011,Roger Terceros Velasco,,FA,30.08
70904,Quirusillas,2011,Fausto Gabriel Jiménez Quispe,,VERDES,32.44
71001,Montero,2011,Mario Fortunato Baptista Conde,,VERDES,62.46
71002,Gral. Saavedra,2011,Miguel Llave Rojas,,MAS- IPSP,60.3
71003,Mineros,2011,Freddy Rivero Villarroel,,MAS- IPSP,35.79
71004,Puerto Fernández Alonso,2011,Angelina Vargas Ferrufino,,MAS- IPSP,29.85
71005,San Pedro,2011,Benedicto Zurita Encinas,,OICH,37.17
71101,Concepción,2011,Carlos Cuasace Surubí,,VERDES,35.11
71102,San Javier,2011,Daniel Añez Carballo,,CHINO,43.89
71103,San Ramón,2011,Ismael Villca Mamani,,SPT,55.46
71104,San Julián,2011,Faustino Copa Flores ,,MATICO,43.45
71105,San Antonio de Lomerío,2011,Miguel Ipamo Parapaino,,MAS- IPSP,47.32
71106,Cuatro Cañadas,2011,Dominga Fernández Magallón,,VERDES,54.11
71201,San Matías,2011,Danny Carlos Velarde Villarroel,,LIDER,50.45
71301,Comarapa,2011,Hugo Dario Pinto Saravia,,MAS- IPSP,37.14
71302,Saipina,2011,Froilán Becerra Serrano,,VERDES,31.22
71401,Puerto Suárez,2011,Roberto Vaca Yorge,,VERDES,61.88
71402,Puerto Quijarro,2011,Ibar Antelo Dorado,,MANOS,56.43
71403,Carmen Rivero Torres,2011,Asís Aguilera Petzold,,MAS- IPSP,49.72
71501,Ascención de Guarayos,2011,Elida Urapuca Ariori a.i.,,NEGRO,25.87
71502,Urubichá,2011,Elard Jiménez Aponte,,VERDES,44.01
71503,El Puente,2011,Marlene Almanza de Mercado ,,MAS- IPSP,44.34
80101,Trinidad,2011,Moisés Shriqui Vejarano,,PRIMERO,40.38
80102,San Javier,2011,Jampri Schestron Soto,,MAS- IPSP,36.82
80201,Riberalta,2011,Mauro Cambero Destre,,MAS- IPSP,29.9
80202,Guayaramerín,2011,José Alexander Guzmán Maldonado,,MAS- IPSP,30.83
80301,Reyes,2011,José Roca Haensel,,PRIMERO,58.36
80302,San Borja,2011,Jorge Añez Claros,,MAS- IPSP,47.24
80303,Santa Rosa,2011,Javier Nogales Jaime,,MNR-PUEBLO,56.03
80304,Rurrenabaque,2011,Yerko Martín Núñez Negrette,,PRIMERO,51.73
80401,Santa Ana,2011,Gustavo Humberto Antelo Chávez,,MNR-PUEBLO,51.04
80402,Exaltación,2011,Marcos Daza Velasco  a.i.,,PRIMERO,34.16
80501,San Ignacio,2011,Basilio Nolvani Nojune,,MAS- IPSP,51.45
80601,Loreto,2011,Gaby Vania Balcázar Ribera,,MAS- IPSP,37.63
80602,San Andrés,2011,Mario Añez Sánchez,,MAS- IPSP,39.55
80701,San Joaquín,2011,Bernardo Winston Rodríguez Ardaya,,MAS- IPSP,37.16
80702,San Ramón,2011,Margoth Arriaga Damm,,PRIMERO,46.96
80703,Puerto Siles,2011,Carlos Alberto Cuéllar Ruiz,,PRIMERO,62.75
80801,Magdalena,2011,Jaime Alvarez Clementelli,,MNR-PUEBLO,53.58
80802,Baures,2011,Juan Ágreda Moreno,,PRIMERO,60.14
80803,Huacaraje,2011, Omar Rapu Huasase,,PRIMERO,42.66
90101,Cobija,2011,Ana Lucía Reis,,MAS- IPSP,70.37
90102,Porvenir,2011,Regis Germán Richter Alencar,,MAS- IPSP,51.26
90103,Bolpebra,2011,Rómulo Terrazas Rolin,,MAS- IPSP,53.51
90104,Bella Flor,2011,Ytamar Subtil Pedroso,,CP,43.1
90201,Puerto Rico,2011,Rita Modesta Rueda Garzón,,CP,60.26
90202,San Pedro,2011,Favio Durán Méndez,,CP,50.36
90203,Filadelfia,2011,Juan Carlos Zabala Romaña,,MAS- IPSP,60.18
90301,Puerto Gonzalo Moreno,2011,Roberto Ariel Limpias Olmos,,CP,50.2
90302,Blanca Flor (San Lorenzo),2011,Hansy Gonzáles Aguirre,,MAS- IPSP,67.97
90303,El Sena,2011,Napoleón Antelo Núñez,,MAS- IPSP,42.33
90401,Santa Rosa del Abuná,2011,Frans Dias Conorio a.i.,,CP,49.45
90402,Humaita (Ingavi),2011,Marcelino Guary Ordoñez,,CP,53.58
90501,Nueva Esperanza,2011,Austre Berta Estremadoir Martinez a.i.,,CP,54.58
90502,Villa Nueva (Loma Alta),2011,Antonio Molina Piuma,,MAS- IPSP,79.79
90503,Santos Mercado (Reserva),2011,Erasmo Villarroel Isita,,CP,38.22
